label_1,mm_x_1,mm_y_1,row,col,xu_1,yu_1,image_path_1,label_2,mm_x_2,mm_y_2,xu_2,yu_2,image_path_2,_merge,dx_px,dy_px,err_px
P98_0.000_4.280,0.0,4.28,6,7,1026.9785881812984,970.047701098012,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P98_0.000_4.280.png,P98_0.000_4.280,0.0,4.28,1026.7965011538156,967.7439012227792,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P98_0.000_4.280.png,both,-0.18208702748279393,-2.303799875232812,2.3109845414239016
P99_11.420_4.280,11.42,4.28,6,8,1101.3734026657582,970.2140260153334,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P99_11.420_4.280.png,P99_11.420_4.280,11.42,4.28,1100.973444123613,968.8097386749944,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P99_11.420_4.280.png,both,-0.39995854214521387,-1.4042873403390104,1.4601334766627798
P100_22.840_4.280,22.84,4.28,6,9,1170.506368799198,971.7837969744314,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P100_22.840_4.280.png,P100_22.840_4.280,22.84,4.28,1171.0247828728463,969.9228610732488,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P100_22.840_4.280.png,both,0.5184140736482732,-1.8609359011826427,1.9317959467984842
P101_34.260_4.280,34.26,4.28,6,10,1242.1113642433197,972.7609481194032,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P101_34.260_4.280.png,P101_34.260_4.280,34.26,4.28,1240.9043349814667,971.529023106438,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P101_34.260_4.280.png,both,-1.2070292618529948,-1.2319250129652346,1.7246909510224662
P102_45.680_4.280,45.68,4.28,6,11,1310.3051451271126,973.8951170081932,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P102_45.680_4.280.png,P102_45.680_4.280,45.68,4.28,1309.3216765970526,972.1430082814773,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P102_45.680_4.280.png,both,-0.9834685300600086,-1.75210872671596,2.0092524330836623
P103_57.100_4.280,57.1,4.28,6,12,1376.988745673574,974.4235065402077,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P103_57.100_4.280.png,P103_57.100_4.280,57.1,4.28,1376.2039295071868,972.8354129570828,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P103_57.100_4.280.png,both,-0.7848161663871451,-1.5880935831248735,1.7714337819362638
P104_68.520_4.280,68.52,4.28,6,13,1440.5436114574147,975.7981421230272,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P104_68.520_4.280.png,P104_68.520_4.280,68.52,4.28,1437.9815265211705,974.05713915102,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P104_68.520_4.280.png,both,-2.5620849362442186,-1.7410029720072089,3.097639515674391
P105_79.940_4.280,79.94,4.28,6,14,1500.986938826042,976.4460684937868,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P105_79.940_4.280.png,P105_79.940_4.280,79.94,4.28,1499.7566545981174,974.9109389331402,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P105_79.940_4.280.png,both,-1.2302842279245851,-1.5351295606466238,1.9672879935207983
P106_-79.940_0.000,-79.94,0.0,7,0,558.8906997814848,1017.2653768942422,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P106_-79.940_0.000.png,P106_-79.940_0.000,-79.94,0.0,557.5495646202846,1015.5617201881776,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P106_-79.940_0.000.png,both,-1.3411351612002136,-1.7036567060646348,2.168199643189373
P107_-68.520_0.000,-68.52,0.0,7,1,615.9092633743699,1019.9018718023246,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P107_-68.520_0.000.png,P107_-68.520_0.000,-68.52,0.0,615.0685141446021,1018.6121020214848,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P107_-68.520_0.000.png,both,-0.8407492297677663,-1.2897697808398334,1.539599089023738
P108_-57.100_0.000,-57.1,0.0,7,2,678.299645390071,1019.8262411347516,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P108_-57.100_0.000.png,P108_-57.100_0.000,-57.1,0.0,677.0549326563712,1018.4414155761732,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P108_-57.100_0.000.png,both,-1.244712733699771,-1.3848255585784273,1.8620020454141317
P109_-45.680_0.000,-45.68,0.0,7,3,742.5570699854615,1022.2846104677396,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P109_-45.680_0.000.png,P109_-45.680_0.000,-45.68,0.0,741.6644611925113,1020.641125504656,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P109_-45.680_0.000.png,both,-0.8926087929501136,-1.6434849630836652,1.8702388299717165
P110_-34.260_0.000,-34.26,0.0,7,4,810.3839667502901,1022.4630321638522,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P110_-34.260_0.000.png,P110_-34.260_0.000,-34.26,0.0,808.6340758080345,1021.0048948630082,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P110_-34.260_0.000.png,both,-1.7498909422556608,-1.4581373008439868,2.277780212817073
P111_-22.840_0.000,-22.84,0.0,7,5,879.6823739730038,1024.0922692645493,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P111_-22.840_0.000.png,P111_-22.840_0.000,-22.84,0.0,878.644096834626,1022.7492161792256,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P111_-22.840_0.000.png,both,-1.0382771383777936,-1.3430530853236178,1.6975897637754738
P112_-11.420_0.000,-11.42,0.0,7,6,952.2971441984196,1025.7241956376215,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P112_-11.420_0.000.png,P112_-11.420_0.000,-11.42,0.0,951.295343640626,1023.9610782040002,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P112_-11.420_0.000.png,both,-1.0018005577935583,-1.7631174336213462,2.0278529143739705
P113_0.000_0.000,0.0,0.0,7,7,1024.3571976705448,1028.979874168318,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P113_0.000_0.000.png,P113_0.000_0.000,0.0,0.0,1024.3671313341936,1027.1952116458538,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P113_0.000_0.000.png,both,0.009933663648780566,-1.7846625224642594,1.784690168281873
P114_11.420_0.000,11.42,0.0,7,8,1099.1765660108338,1028.1459571202274,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P114_11.420_0.000.png,P114_11.420_0.000,11.42,0.0,1098.7798374766369,1026.7131277009094,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P114_11.420_0.000.png,both,-0.3967285341968818,-1.4328294193180682,1.486739275969179
P115_22.840_0.000,22.84,0.0,7,9,1169.8541208115369,1028.656201130759,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P115_22.840_0.000.png,P115_22.840_0.000,22.84,0.0,1167.9513472550996,1026.9281896235186,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P115_22.840_0.000.png,both,-1.902773556437296,-1.7280115072403532,2.5703250720934334
P116_34.260_0.000,34.26,0.0,7,10,1238.477975014447,1029.13500609662,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P116_34.260_0.000.png,P116_34.260_0.000,34.26,0.0,1238.5440476934198,1027.6282786994975,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P116_34.260_0.000.png,both,0.06607267897265956,-1.506727397122404,1.5081754036403985
P117_45.680_0.000,45.68,0.0,7,11,1307.9807946787207,1030.4882718724018,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P117_45.680_0.000.png,P117_45.680_0.000,45.68,0.0,1307.436928199792,1028.629411030177,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P117_45.680_0.000.png,both,-0.5438664789287486,-1.8588608422248853,1.9367897091990562
P118_57.100_0.000,57.1,0.0,7,12,1375.6345427752403,1030.111599058644,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P118_57.100_0.000.png,P118_57.100_0.000,57.1,0.0,1374.6938417979118,1028.4569899132896,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P118_57.100_0.000.png,both,-0.9407009773285608,-1.6546091453544705,1.9033259711981971
P119_68.520_0.000,68.52,0.0,7,13,1438.376797773081,1029.6699572142893,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P119_68.520_0.000.png,P119_68.520_0.000,68.52,0.0,1437.7905258694898,1027.71469685095,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P119_68.520_0.000.png,both,-0.586271903591296,-1.955260363339221,2.0412637833915497
P120_79.940_0.000,79.94,0.0,7,14,1498.8448567976402,1030.0358360277291,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P120_79.940_0.000.png,P120_79.940_0.000,79.94,0.0,1498.3720421903515,1028.3405540834528,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P120_79.940_0.000.png,both,-0.47281460728868296,-1.695281944276303,1.7599813986104493
P121_-79.940_-4.280,-79.94,-4.28,8,0,559.3621260259465,1070.863244953793,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P121_-79.940_-4.280.png,P121_-79.940_-4.280,-79.94,-4.28,558.3529898726115,1071.2126124735623,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P121_-79.940_-4.280.png,both,-1.009136153335021,0.34936751976943015,1.0679014185952025
P122_-68.520_-4.280,-68.52,-4.28,8,1,616.4683153737313,1072.8788023891732,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P122_-68.520_-4.280.png,P122_-68.520_-4.280,-68.52,-4.28,616.3426149643943,1071.778244301422,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P122_-68.520_-4.280.png,both,-0.1257004093370142,-1.1005580877510965,1.107713274011756
P123_-57.100_-4.280,-57.1,-4.28,8,2,678.5071202499612,1076.0087850833092,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P123_-57.100_-4.280.png,P123_-57.100_-4.280,-57.1,-4.28,678.3111369685483,1074.584136429059,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P123_-57.100_-4.280.png,both,-0.19598328141285037,-1.424648654250177,1.4380657963564079
P124_-45.680_-4.280,-45.68,-4.28,8,3,742.6285642038339,1076.9883400764218,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P124_-45.680_-4.280.png,P124_-45.680_-4.280,-45.68,-4.28,741.328808066825,1076.2365041660769,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P124_-45.680_-4.280.png,both,-1.2997561370088988,-0.7518359103448802,1.501540293091201
P125_-34.260_-4.280,-34.26,-4.28,8,4,810.6036775603847,1078.451181299531,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P125_-34.260_-4.280.png,P125_-34.260_-4.280,-34.26,-4.28,810.8002637280929,1077.410216268654,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P125_-34.260_-4.280.png,both,0.196586167708233,-1.0409650308770324,1.0593650536255341
P126_-22.840_-4.280,-22.84,-4.28,8,5,879.4374008065269,1080.6008192783156,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P126_-22.840_-4.280.png,P126_-22.840_-4.280,-22.84,-4.28,878.6488381547513,1079.0278459156127,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P126_-22.840_-4.280.png,both,-0.7885626517755782,-1.5729733627028963,1.7595670648054849
P127_-11.420_-4.280,-11.42,-4.28,8,6,951.0635881612728,1082.5509402648404,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P127_-11.420_-4.280.png,P127_-11.420_-4.280,-11.42,-4.28,949.8628409475024,1081.2691489638316,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P127_-11.420_-4.280.png,both,-1.2007472137704553,-1.2817913010087523,1.756354978561914
P128_0.000_-4.280,0.0,-4.28,8,7,1023.9912900001884,1084.3379740151986,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P128_0.000_-4.280.png,P128_0.000_-4.280,0.0,-4.28,1022.4259969726388,1082.9648978395085,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P128_0.000_-4.280.png,both,-1.5652930275496146,-1.3730761756901302,2.0821816554621915
P129_11.420_-4.280,11.42,-4.28,8,8,1097.091436037425,1085.1750701415249,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P129_11.420_-4.280.png,P129_11.420_-4.280,11.42,-4.28,1095.5114392254732,1084.204551413395,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P129_11.420_-4.280.png,both,-1.579996811951787,-0.9705187281299459,1.85426441680489
P130_22.840_-4.280,22.84,-4.28,8,9,1167.4281379636095,1085.4119843649455,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P130_22.840_-4.280.png,P130_22.840_-4.280,22.84,-4.28,1166.2208731359412,1083.9921590663496,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P130_22.840_-4.280.png,both,-1.2072648276682685,-1.4198252985959243,1.8637039042342267
P131_34.260_-4.280,34.26,-4.28,8,10,1237.534669854006,1085.988081412886,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P131_34.260_-4.280.png,P131_34.260_-4.280,34.26,-4.28,1235.63092524998,1084.642987283294,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P131_34.260_-4.280.png,both,-1.9037446040260875,-1.3450941295920984,2.3309915775955883
P132_45.680_-4.280,45.68,-4.28,8,11,1305.153120126939,1085.7711906911425,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P132_45.680_-4.280.png,P132_45.680_-4.280,45.68,-4.28,1303.8015932554567,1084.503170435466,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P132_45.680_-4.280.png,both,-1.3515268714822923,-1.268020255676447,1.8532404736419057
P133_57.100_-4.280,57.1,-4.28,8,12,1372.4821074289073,1084.5003936470614,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P133_57.100_-4.280.png,P133_57.100_-4.280,57.1,-4.28,1371.244810428992,1083.4417178491144,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P133_57.100_-4.280.png,both,-1.2372969999153156,-1.0586757979469894,1.6284036081875204
P134_68.520_-4.280,68.52,-4.28,8,13,1435.1104915259548,1084.6741434583294,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P134_68.520_-4.280.png,P134_68.520_-4.280,68.52,-4.28,1434.261293891574,1083.5,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P134_68.520_-4.280.png,both,-0.8491976343807437,-1.174143458329354,1.4490512354556229
P135_79.940_-4.280,79.94,-4.28,8,14,1496.763622768483,1085.543583512478,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P135_79.940_-4.280.png,P135_79.940_-4.280,79.94,-4.28,1496.0554098173366,1084.4680701476864,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P135_79.940_-4.280.png,both,-0.708212951146379,-1.0755133647917319,1.287747872068557
P136_-79.940_-8.560,-79.94,-8.56,9,0,562.0281986448521,1129.160168567179,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P136_-79.940_-8.560.png,P136_-79.940_-8.560,-79.94,-8.56,561.4786363364478,1127.4532092127135,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P136_-79.940_-8.560.png,both,-0.5495623084042336,-1.7069593544654253,1.7932453732313411
P137_-68.520_-8.560,-68.52,-8.56,9,1,618.0200386363966,1129.676877714352,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P137_-68.520_-8.560.png,P137_-68.520_-8.560,-68.52,-8.56,617.4102144783058,1128.092269929407,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P137_-68.520_-8.560.png,both,-0.6098241580908734,-1.5846077849450921,1.697900861622914
P138_-57.100_-8.560,-57.1,-8.56,9,2,679.2041202913684,1129.9633974734484,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P138_-57.100_-8.560.png,P138_-57.100_-8.560,-57.1,-8.56,678.8377388850987,1128.6789650645408,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P138_-57.100_-8.560.png,both,-0.36638140626973836,-1.2844324089076053,1.3356653577570936
P139_-45.680_-8.560,-45.68,-8.56,9,3,743.1531237392928,1133.3553779228862,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P139_-45.680_-8.560.png,P139_-45.680_-8.560,-45.68,-8.56,742.4250155188811,1131.60856642234,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P139_-45.680_-8.560.png,both,-0.7281082204117411,-1.7468115005463005,1.8924830247777575
P140_-34.260_-8.560,-34.26,-8.56,9,4,810.0814884954076,1135.3577994508096,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P140_-34.260_-8.560.png,P140_-34.260_-8.560,-34.26,-8.56,810.6916627689429,1133.7754727382066,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P140_-34.260_-8.560.png,both,0.6101742735353355,-1.582326712602935,1.6958981306379182
P141_-22.840_-8.560,-22.84,-8.56,9,5,879.3442729895872,1136.9257056831011,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P141_-22.840_-8.560.png,P141_-22.840_-8.560,-22.84,-8.56,879.8293957697194,1135.970902890766,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P141_-22.840_-8.560.png,both,0.4851227801322011,-0.9548027923351583,1.070977349925857
P142_-11.420_-8.560,-11.42,-8.56,9,6,950.9960682280088,1137.9976607150163,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P142_-11.420_-8.560.png,P142_-11.420_-8.560,-11.42,-8.56,949.9382116258628,1136.7106412553917,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P142_-11.420_-8.560.png,both,-1.0578566021459892,-1.2870194596246165,1.6659770947273846
P143_0.000_-8.560,0.0,-8.56,9,7,1023.116160195824,1139.2618312143827,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P143_0.000_-8.560.png,P143_0.000_-8.560,0.0,-8.56,1021.9180597217148,1138.0418079444871,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P143_0.000_-8.560.png,both,-1.1981004741091965,-1.2200232698955915,1.7099419654325736
P144_11.420_-8.560,11.42,-8.56,9,8,1094.5923257564805,1140.9377514745695,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P144_11.420_-8.560.png,P144_11.420_-8.560,11.42,-8.56,1094.270395582691,1139.5973584343149,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P144_11.420_-8.560.png,both,-0.3219301737894966,-1.3403930402546393,1.3785109862308718
P145_22.840_-8.560,22.84,-8.56,9,9,1166.6298402693217,1141.6221146663663,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_11-45-14\P145_22.840_-8.560.png,P145_22.840_-8.560,22.84,-8.56,1166.3082088627434,1140.4912225453963,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P145_22.840_-8.560.png,both,-0.3216314065782626,-1.1308921209699747,1.1757396612215987
