label,mm_x,mm_y,row,col,xu,yu,image_path
P213_-57.100_-29.960,-57.1,-29.96,14,2,693.2094039580967,1386.7624142720174,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P213_-57.100_-29.960.png
P214_-45.680_-29.960,-45.68,-29.96,14,3,753.9272476222988,1387.605303502297,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P214_-45.680_-29.960.png
P215_-34.260_-29.960,-34.26,-29.96,14,4,817.326851003301,1394.249700913878,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P215_-34.260_-29.960.png
P216_-22.840_-29.960,-22.84,-29.96,14,5,883.1280792953588,1398.8446553502047,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P216_-22.840_-29.960.png
P217_-11.420_-29.960,-11.42,-29.96,14,6,949.3306549989671,1398.4618222591348,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P217_-11.420_-29.960.png
P218_0.000_-29.960,0.0,-29.96,14,7,1018.0323839908697,1400.1286346069048,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P218_0.000_-29.960.png
P219_11.420_-29.960,11.42,-29.96,14,8,1084.1573578730558,1401.4122477213402,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P219_11.420_-29.960.png
P220_22.840_-29.960,22.84,-29.96,14,9,1149.9099689424268,1400.459461019027,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P220_22.840_-29.960.png
P221_34.260_-29.960,34.26,-29.96,14,10,1218.447219575985,1400.685880107287,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P221_34.260_-29.960.png
P222_45.680_-29.960,45.68,-29.96,14,11,1281.4935498430405,1399.9368187758512,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P222_45.680_-29.960.png
P223_57.100_-29.960,57.1,-29.96,14,12,1348.020817187827,1402.480901917057,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P223_57.100_-29.960.png
P224_68.520_-29.960,68.52,-29.96,14,13,1405.9184892483,1400.657479291966,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P224_68.520_-29.960.png
P225_79.940_-29.960,79.94,-29.96,14,14,1462.097416155473,1394.2736622321806,C:\Users\Moon\Desktop\OPTİK KISIM\Gimbal\kods\GZGSG-Distortion-Measurement\olcum_15x15_tarih_2026-08-07_09-57-14\P225_79.940_-29.960.png
